6.874303678798985295e-01 1.383585015347589264e-01
7.192451110673830916e-01 8.616056683581185816e-02
5.563292816871355795e-01 5.326088172626276540e-01
2.483563687174978885e-01 9.214597508745925314e-01
3.722453966007518433e-01 7.461220107813882896e-01
1.701611055094274239e-01 8.386697035711484505e-01
7.124316178261176358e-01 1.603378610079220223e-02
7.832496662084982297e-01 3.483500851760732431e-01
3.942905798327804856e-01 6.370454295480574292e-01
2.201882732881710325e-01 3.493709724934400684e-01
3.963933541237899538e-01 1.342348521972291930e-02
1.950864051232639174e-01 7.789725488363390404e-01
6.910624930109265929e-01 2.517714761252211053e-01
9.969254931356887894e-01 5.461566387014613611e-01
6.563564599826186008e-01 7.443816052636693659e-01
5.842624256186402798e-01 8.280671302023530078e-01
5.790713697028426754e-02 1.423045412899917039e-01
6.836880819215868099e-01 1.042545823700489205e-01
5.169632870536012836e-01 8.561955555635396564e-01
2.433901658163907245e-01 9.543217023274017663e-01
1.443717458903400752e-01 7.230318275713827347e-01
4.826962976243497350e-01 7.028578109457231937e-01
7.080959727125033520e-01 1.923907775603107551e-01
3.056964356107311209e-01 2.689027027282472337e-01
9.824687289362269427e-01 3.088972620056981144e-01
8.577371614035154135e-01 6.500070292411752604e-01
4.825926186222782022e-01 5.324965645635881817e-01
2.013338248065716929e-01 6.818023519402229837e-01
5.431067239951115067e-02 7.496923317962318478e-01
3.638364885953077055e-01 2.670520109815168741e-01
6.511623182669926679e-01 7.415886426304276746e-01
6.668810040781719684e-01 8.641152229073942870e-01
6.743165153702244119e-01 2.584990020127843069e-01
9.633960960714949007e-02 9.887369500922631449e-01
4.094035007071548105e-01 4.507174005540627304e-01
4.688120215569030469e-01 1.241889352699175886e-01
4.960607618920650497e-01 1.892598962083470449e-01
4.346511860506171443e-01 7.817268776437478195e-01
2.283947511981587741e-01 3.550700275510610959e-01
5.653921786892038837e-01 4.324523547191412298e-01
5.505508801269413111e-01 7.280336813206258473e-01
5.115117728680481646e-01 1.564641111721040145e-01
9.966283149870645008e-01 6.729892541991432386e-01
2.418766780488847967e-01 4.883564466180707608e-01
7.914283578742516978e-01 4.824311636942850701e-01
8.066855950206335280e-01 9.280175073897283244e-01
3.611301484867505129e-01 9.729491638680172194e-01
3.096401232799897985e-01 7.197793691144867001e-01
5.902112288352969749e-01 4.399521983179776052e-01
6.073745367218296165e-01 4.674451970349657870e-01
1.884213615944090314e-01 6.811734057741702930e-01
1.285296527498465124e-01 6.607160691948820164e-01
8.672217825316066442e-01 7.254302513629830029e-01
5.511014940118457162e-01 9.512695903135799380e-01
5.532814506233725282e-01 2.443074521288993717e-01
6.068403236137168699e-01 1.897965228836061558e-01
1.616113413494787432e-01 3.963462327978618527e-01
6.681139331057867059e-01 8.677980686306475677e-01
7.092252831005260161e-01 6.209998212647133142e-01
2.873816743713928368e-01 2.706410580851636993e-03
5.398597825533231198e-01 7.996440752246612993e-01
4.990724840827880371e-01 4.240542972079345274e-01
3.349252352979023017e-01 9.039278389129065117e-01
9.145842250628755110e-02 6.216511747848708636e-01
2.879826452833038619e-01 1.159277850811654131e-01
9.716413723452494988e-01 8.071503583726703512e-01
6.909134703731220073e-01 3.458494109173509967e-01
9.916505569682468879e-01 3.467530876618339919e-01
9.914913019240374492e-01 9.442882505290532968e-01
2.903579044811681609e-01 4.760496964581670820e-01
8.902653087257973441e-01 4.874371724714544607e-01
4.119859810888811813e-01 8.117798516583173418e-01
9.040936986700026656e-01 4.118523475987253546e-01
1.053873219254787275e-01 2.250388876077724642e-02
5.839922387520036784e-01 1.745176618901198573e-01
6.304251235599672709e-01 3.359103694308956944e-01
4.538915556992256795e-01 3.575735267284770869e-01
8.377938611046064077e-01 2.656269929940014984e-01
8.449960885072251848e-01 5.681157205889336703e-01
9.901806299957878199e-01 4.306546640836491635e-01
4.819633444079588491e-01 2.633767428367584928e-01
1.861481386957432038e-01 9.870900249827736506e-01
5.318841912875472699e-01 1.966513433694646595e-01
7.496698352208749361e-01 7.492996825868313282e-01
3.170750128028130277e-01 1.571068090679975660e-01
1.349738599064831401e-01 2.459238101950655953e-01
4.768840806149767797e-01 2.187731755790833788e-01
9.333852188688065432e-01 1.557730730784894213e-01
8.477127686358335579e-01 9.879946930704229802e-01
9.620150027922160785e-01 6.236238666626919835e-01
6.694201618054113068e-01 3.858024044772371264e-01
1.779390227609880526e-01 5.365104323406914011e-01
8.240680302544448610e-01 7.599072342322185092e-01
8.024183451472346462e-01 8.301590557059811415e-01
7.825409914406522560e-02 9.244174385604732036e-01
3.901897116623482820e-01 3.207248128922415287e-01
5.592125768774964811e-01 4.962039173292330796e-01
2.627004370715817494e-01 4.812069116196937557e-01
6.422845748839632884e-01 2.662443303596067068e-01
9.223229112440940458e-01 1.432844058844382484e-01
